"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comparison","status","gene"
0.345915095350292,-0.102151242256879,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SH3BP1"
0.345923328334338,-0.24943254847228,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CBLB"
0.346090930557075,-0.213965005748894,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RSBN1"
0.346097341219071,-0.267216687051201,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","GPALPP1"
0.346128938289106,-0.325450275085603,0.136,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","FGFBP1"
0.346168916939008,-0.304764909414058,0.182,0.278,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-305L7.6"
0.346198675563301,-0.122820795405294,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SLAIN2"
0.346208284693573,-0.307017384065455,0.182,0.278,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTD-2545M3.8"
0.346223302022679,-0.372615865091894,0.591,0.944,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","UAP1L1"
0.346234977235659,-0.154857771866636,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","NSRP1"
0.346380799195482,-0.129708528429133,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","BTAF1"
0.346400433318883,-0.311338201099773,0.273,0.444,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AP000654.4"
0.346401185560405,-0.311135434552276,0.227,0.389,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-267M23.4"
0.346450435817856,-0.181099127555139,0.909,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ATF6"
0.346498253841743,-0.245790094038229,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC007342.4"
0.346498253841743,-0.245790094038229,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","LINC02132"
0.346586590012232,-0.272399894052054,0.227,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SSPO"
0.346692885789474,-0.247984339821896,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL365203.2"
0.346692885789474,-0.247984339821896,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC027682.4"
0.346692885789474,-0.247984339821896,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC002091.2"
0.346692885789474,-0.247984339821896,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ZNF724"
0.346692885789474,-0.247984339821896,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC020915.1"
0.346692885789474,-0.247984339821896,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC245452.1"
0.346724883421499,0.0145336095640032,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RABGAP1L"
0.346729463757411,-0.262267699790507,0.227,0.111,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC018462.2"
0.346767153862033,-0.319943874327822,0.227,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-55K13.1"
0.346767212153088,-0.279708682020193,0.273,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SSC5D"
0.346832421593112,-0.281679167773523,0.682,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","GALNT12"
0.34686331228832,-0.167087940665658,0.909,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RALGAPB"
0.346886768714037,-0.250181927995587,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL353708.3"
0.346886768714037,-0.250181927995587,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL353759.1"
0.346886768714037,-0.250181927995587,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC005842.1"
0.346886768714037,-0.250181927995587,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC020910.4"
0.346886768714037,-0.250181927995587,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AP000704.1"
0.346897052562588,-0.386619238095429,0.727,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ERMN"
0.346923313853272,-0.125254629411216,0.909,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","USPL1"
0.346928680750266,-0.379096229085762,0.636,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","PITPNM2"
0.346955180339628,-0.30848647891203,0.318,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AK4"
0.34701279939297,-0.276285559742461,0.909,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","HMHA1"
0.347080157239769,-0.252382868757448,0.045,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC008040.5"
0.347080157239769,-0.252382868757448,0.045,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC010616.1"
0.347093591532044,-0.000708093963250622,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","PDIA6"
0.347224671241343,-0.281938396768134,0.136,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","DACH1"
0.347289877283647,-0.170801106174302,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","STMN1"
0.347294195815881,-0.237551528992828,0.591,0.889,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ZNF417"
0.347328172621646,-0.108184391888601,0.773,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CRIP2"
0.347330707675784,-0.331506182582949,0.727,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ZNF345"
0.347331210634921,-0.276366420383432,0.455,0.667,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CTSL"
0.347372673407022,-0.063428916783268,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","LRRC40"
0.347386425132342,-0.361844671738488,0.727,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","KSR1"
0.34750195071487,-0.2951899725959,0.182,0.222,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","GNG8"
0.347555513387943,-0.28870735087924,0.227,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SPATA32"
0.34768361330212,-0.146079887685461,0.818,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","INTS6-AS1"
0.347995872778862,-0.269883373033095,0.273,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","ACKR4"
0.348090661107199,-0.339684310840153,0.227,0.556,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-297K8.2"
0.348130859018315,-0.341888976608853,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","FAM168B"
0.348190128809195,-0.297040485290262,0.227,0.222,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","MIR3681HG"
0.348261141411169,-0.0564346992383431,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","VPS8"
0.348280519239047,-0.253314599794069,0.136,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","P2RY2"
0.348291669665804,-0.283403916301409,0.182,0.278,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","HAND2-AS1"
0.348334163773193,-0.0497647433261861,0.591,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-91G21.1"
